NRO.;NOMBRE DE LA EMPRESA;RUBRO;DIRECCION;DEPARTAMENTO ;CONTACTO;CORREO ELECTRONICO;PAGINA WEB;
98;AGB;ACTIVIDADES DE ESPARCIMIENTO, CULTURALES Y DEPORTIVAS (COMUNICACIÓN SOCIAL, PERIODISMOS, RADIO, TV, TEATRO, MÚSICA, DEPORTES);Av. Montes #716 Ed. Ursic Motors;La Paz;Jose Luis Castro;skalemodels@gmail.com;www.skalemodels.com;
99;"AGENCIA ""EL CEIBO""";ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Z.Achumani C.García Lanza Nº. 1415;La Paz;Mariel Quilla;No Disponible;No Disponible;
100;"AGENCIA ""GONZALES""";ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Z.San Pedro y C.Gral. Gonzales Nº. 1284;La Paz;Silvia Marlene Chacón;No Disponible;No Disponible;
101;"AGENCIA ""VENADO""";ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Z.Achumani C.García Lanza Nº. 45;La Paz;Eduardo Rocha Cabrera;No Disponible;No Disponible;
102;"AGENCIA ""VENADO""";ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Av. America Nº. 890;La Paz;Lidia Quispe;No Disponible;No Disponible;
103;AGENCIA DE PASAJES ACUARIO S.R.L.;"ACTIVIDADES COMPLEMENTARIAS Y AUXILIARES AL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES, GUIAS DE TURÍSMO, ADMINSITRACIÓN TURÍSTICA)";Ed. Mcal. de Ayacucho Mezz. Of.3 Z. Central;La Paz;Roxana Cespedes;No Brinda Informacion;No Brinda Informacion;
104;AGENCIA DE POLLOS;NO IDENTIFICADO EL TIPO;C. Eloy Salmón Nª 690;La Paz;Francisco Quispe;No disponible;No disponible;
105;AGENCIA DE SERVIC.EN COMERCIO EXTERI.ASERCOMEX S;CAPACITACIÓN AL SECTOR EMPRESARIAL EN COMERCIO EXTERIOR A PRODUCTORES Y EMPRESARIOS;Psje Caracoles 20 - Sub.Prolong.Illampu;La Paz;Carminia Marin Castillo;No Brinda Información;No Brinda Información;
106;AGENCIA DE TEXTILES;NO IDENTIFICADO EL TIPO;Z. Garita de Lima Av. Buenos Aires N°. 649;La Paz;Waldo Mamani Apaza;waldo_tex@hotmail.com;No brinda este dato;
107;"AGENCIA DE VIAJES Y TURISMO ""SUMMA"" LTDA.";"ACTIVIDADES COMPLEMENTARIAS Y AUXILIARES AL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES, GUIAS DE TURÍSMO, ADMINSITRACIÓN TURÍSTICA)";Av. 16 de Julio Nro. 1409, Ed. Avenida Pb. Of. 7 /Central;La Paz;Maria Elizabeth Romero de Mich;No Brinda Informacion;No Brinda Informacion;
108;AGENCIA DE VIAJES Y TURISMO UNITOURS LA PAZ LTDA;"TRANSPORTE POR VÍA TERRESTRE; (CONDUCCIÓN - CHOFERES), DE CARGAS A NIVEL NACIONAL E INTERNACIONAL";Z. Central C. Mercado N° 1328 Ed. Ballivian P. Pb Of. 15;La Paz;No Disponible;unitourslapaz@hotmail.com;No Disponible;
109;AGENCIA DE VIAJES Y TURISMO VIDATUR S.R.L.;"ACTIVIDADES COMPLEMENTARIAS Y AUXILIARES AL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES, GUIAS DE TURÍSMO, ADMINSITRACIÓN TURÍSTICA)";C. Loayza Nº. 273, Ed. Virgen de Copacabana mez;La Paz;Ana Ledezma de Campero;no disponible;no disponible;
110;AGENCIA DESPACHA.DE ADUANAS QUIROGA QUIROGA S.R.;ASESORAMIENTO EN EXPORTACIONES;Psje. Peatonal Ed. Libertad Piso 10 Of. 1009;La Paz;L. Eduardo Quiroga Salazar;fam@finismar.es,;www.finismar.es/contenido.php;
111;AGENCIA DESPACHANTE DE ADUANA QUIROGA;"ACTIVIDADES COMPLEMENTARIAS Y AUXILIARES AL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES, GUIAS DE TURÍSMO, ADMINSITRACIÓN TURÍSTICA)";Ed. Hansa P. 12 Of.3;La Paz;Miguel Pari;adaqui@ceibo.entelnet.bo;Sitio Web No disponible;
112;AGENCIA DESPACHANTE DE ADUANA S.I.G.A. LTDA.;"ACTIVIDADES COMPLEMENTARIAS Y AUXILIARES AL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES, GUIAS DE TURÍSMO, ADMINSITRACIÓN TURÍSTICA)";C. Mercado Nº. 1328, Ed. Mcal. Ballivian P. 8 Of. 804;La Paz;Lenni Cemia;sigaltda@ceibo.entelnet.bo;Sitio Web No disponible;
113;AGENCIA GALLETAS LA FRANCESA;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Av. Manco Kapac # 335 Zona El Rosario;La Paz;No Disponible;No Disponible;No Disponible;
114;AGENCIA GALLETAS LA FRANCESA;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Av. Manco Kapac # 335 Zona El Rosario;La Paz;No Disponible;No Disponible;No Disponible;
115;AGENCIA GLOBO;"ACTIVIDADES COMPLEMENTARIAS Y AUXILIARES AL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES, GUIAS DE TURÍSMO, ADMINSITRACIÓN TURÍSTICA)";Ed. Avenida piso 1 Of. 1;La Paz;Tatiana Omoya;globoagt@hotmail.com;no brinda esta informacion;
116;AGENCIA PIL;NO IDENTIFICADO EL TIPO;Av. Buenos Aires Nº 1259;La Paz;Romulo Llampasi Villalovos;No brinda este dato;Sitio Web No disponible;
117;AGENCIA TORITO;NO IDENTIFICADO EL TIPO;Av. Buenos Aires N°. 681 Esq. Max Paredes;La Paz;Silvia Avila Averanga;No brinda este dato;No brinda este dato;
118;AGENCIAS GENERALES DEL ALTIPLANO (AGA S.R.L.);"ACTIVIDADES COMPLEMENTARIAS Y AUXILIARES AL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES, GUIAS DE TURÍSMO, ADMINSITRACIÓN TURÍSTICA)";Z. Sopocachi Av. 6 De Agosto N° 2006 Ed. 5to Centenario P. Mezzanine Of. 31;La Paz;No Disponible;No Disponible;No Disponible;
119;AGENTE DE BOLSA BISA;ACTIVIDADES FINANCIERA, BOLSAS DE VALORES, CASAS DE CAMBIO;Av. 20 de Octubre Nº. 2665, Ed. Torre Azul P. 14;La Paz;No disponible;infobisabolsa@grupobisa.com;www.bisabolsa.com;
120;AGENTE DE BOLSA CAISA;ACTIVIDADES AUXILIARES DE LA INTERMEDIACION FINANCIERA, BOLSAS DE VALORES, CASAS DE CAMBIO;Prado Esq. Campero (lado Confitería Dumbo);La Paz;Marcelo Rocabado;caisa@grupofortaleza.com;www.grupofortaleza.com.bo;
121;AGENTE DE BOLSA MERCANTIL INVERSIONES BURSATILES S.A.;ACTIVIDADES AUXILIARES DE LA INTERMEDIACION FINANCIERA, BOLSAS DE VALORES, CASAS DE CAMBIO;Av. Camacho Nº. 1448, Ed. Banco Mercantil S.Cruz P.2;La Paz;Oscar Alvares;clientes@mscbolsa.com;www.mscbolsa.com;
122;AGENTE DE BOLSA NACIONAL DE VALORES S.A.;ACTIVIDADES AUXILIARES DE LA INTERMEDIACION FINANCIERA, BOLSAS DE VALORES, CASAS DE CAMBIO;Av. Camacho casi Esq colon Nº. 1312 P. 2;La Paz;Jimena Aras;bnbvalores@bnb.com.bo;www.bnb.com.bo;
123;AGENTE DE BOLSA PANAMERICANA SECURITIES S.A.;ACTIVIDADES AUXILIARES DE LA INTERMEDIACION FINANCIERA, BOLSAS DE VALORES, CASAS DE CAMBIO;C. 15, Torre Ketal P.4 Of 404;La Paz;Nelly Carasco;panamsec@caoba.entelnet.bo;www.panamericansec.com;
124;AGENTE DE BOLSA SUDAVAL ;ACTIVIDADES AUXILIARES DE LA INTERMEDIACION FINANCIERA, BOLSAS DE VALORES, CASAS DE CAMBIO;Av. 6 de Agosto Nº. 2700, Ed. Torre Cadaco P.10;La Paz;Jose Trigo;jose.trigo@sudaval.com;www.sudaval.com;
125;AGENTE DE BOLSA VALORES UNION S.A.;ACTIVIDADES AUXILIARES DE LA INTERMEDIACION FINANCIERA, BOLSAS DE VALORES, CASAS DE CAMBIO;C. Loayza Ed. Ugarte de ingenieria Nº. 255 P. 10;La Paz;Reynir Aslinger;ranslinger@bancounion.com.bo;www.bbv.com.bo;
126;AGN ALIMENTOS Y BEBIDAS LTDA.;HOTELES, RESTAURANTES, BARES, SERVICIOS VINCULADOS (CAMARERAS, BARMAN, GARZONES, ADMINISTRACIION HOTELERA);Z. Florida Av. Arequipa N° S/n Ed.Shopping Sur P. Pb Of. 07;La Paz;No Disponible;No Disponible;No Disponible;
127;AGNUS S.R.L.;NO IDENTIFICADO EL TIPO;Av. Raul Gamarra Alto Obrajes Sector B;La Paz;Juan Carlos Cordero Barr¢n;No brinda este dato;;
128;AGRA;INGENIEROS (CONTRUCCIÓN DE INFRAESTRUCTURA VIAL PÚBLICA Y PRIVADA);Z. Sopocachi Gustavo Medinacelli N° 2268;La Paz;No Disponible;agra@acelerate.com;No Disponible;
129;AGRICOMEX S.R.L.;NO IDENTIFICADO EL TIPO;no brinda informacion;La Paz;Jaime Reinaldo Soliz;no brinda información;no brinda información;
130;AGRICULTURA AVANZADA DE AMERICA INTERNACIONAL LT;AGRICULTURA, GANADERIA, CAZA Y ACTIVIDADES RELACIONADAS;Av. Beni Nº. 2120 - Santa Cruz;La Paz;DA Ing. Oscar Fleig Arauz;No brinda este dato;No brinda este dato;
131;AGRO (A.T.S.A.M.I.R.O.);AGRICULTURA, GANADERIA, CAZA Y ACTIVIDADES RELACIONADAS;Z. Huayna Potosi C. 19 N° 706;La Paz;No Disponible;No Disponible;No Disponible;
132;AGRO ANDINA;CAPACITACIÓN, DEPURACIÓN Y DISTRIBUCION DE AGUA;Av. Arce Edif. Columbia 1901 P.19;La Paz;No brinda esta información;gabrielterrazaselena@hotmail.com;No brinda esta información;
133;AGRO FORTALEZA;COMERCIALIZACION DE PLANTAS EN GENERAL;Z. Villa Dolores, C. 6;La Paz;Norah Calande;norah_agrofort@hotmail.com;No disponible;
134;AGRO INDUSTRIAS ECOCARANAVI;SERVICIOS SOCIALES Y DE SALUD (RELACIONADAS CON LA SALUD HUMANA, ENFERMERIA,PROTESIS DENTAL), VETERINARIA Y PRODUCTOS NATURALES;Av. Arce Nº. 2433. Ed. Las Torres de América;La Paz;;ecocaranavi@gmail.com;;
135;AGROECOLOGÍA NAKHAKI SRL. (Producción, procesamiento y comercialización de café orgánico);ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Z. Urb. Intiraymi, C. Boa. Nº 45;La Paz;Nelzon Olori Flores;coffee@makhaki.org;No brinda este dato;
136;AGSIM S.R.L.;CURSOS DE CAPACITACIÓN ( DISEÑO GRÁFICO, EDICION AUDIOVISUAL, LOCUCIÓN RADIAL, ENSAMBLAJE DE COMPUTADORAS, OPERADOR DE COMPUTADORAS);Z. Llojeta Central Av. Mario Mercado N° 379;La Paz;No Disponible;huanca.julio@gmail.com;No Disponible;
137;AGUACTIVA S.A.;SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AGUA CALIENTE;C. Pedro Salazar Nº. 509;La Paz;Jose Mallea Castillo;aguactivalp@entelnet.bo;www.aguactiva.com/index.php;
138;AGUAYO;ACTIVIDADES DE EDICIÓN E IMPRESIÓN Y DE REPRODUCCIÓN DE GRABACIONES (LIBROS, FOLLETOS PERIÓDICOS) Y ACTIVIDADES RELACIONADAS;C. Illampu y C. Santa Cruz Nº. 816;La Paz;No brinda este dato;No brinda este dato;pagina Web no disponible;
139;AGUILA;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;C. Ingavi Nº. 721. Z. Central;La Paz;No brinda información;chocolatesaguila@yahoo.com;No brinda información;
140;AGUILA REAL;ACTIVIDADES DE EDICIÓN E IMPRESIÓN Y DE REPRODUCCIÓN DE GRABACIONES (LIBROS, FOLLETOS PERIÓDICOS) Y ACTIVIDADES RELACIONADAS;Av. Baptista #611;La Paz;Wilson Yupanqui;mambo_show@hotmail.com;no brinda esta informacion;
141;AGUILAR & ASOCIADOS S.R.L. (CONSULTORA INTERNACIONAL MULTIDISCIPLINARIA);CONSULTORIAS PRIVADAS PÚBLICAS MULTIDICIPLINARIAS;"Z. Achumani, Urbanización ""El Porvenir"", C. 4 N°. 21A";La Paz;No brinda este dato;oficina.central@aguiasoc.com.bo;www.aguiasoc.com.bo;
142;AGUILAR & VALDIVIEZO S.R.L.;VENTA, MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS (MECÁNICA AUTOMOTRIZ);Z: Central Mercado N° 1335 Ed. America P. 8 Oficina: 804;La Paz;No Disponible;No Disponible;No Disponible;
143;AH PUBLICIDAD;ACTIVIDADES DE EDICIÓN E IMPRESIÓN Y DE REPRODUCCIÓN DE GRABACIONES (LIBROS, FOLLETOS PERIÓDICOS) Y ACTIVIDADES RELACIONADAS;Av. Tejada Sorzano #955;La Paz;Hugo Jaldin;ahpublicidad@ahpublicidad.com;www.ahpublicidad.com;
144;AH! PUBLICIDAD;CORREO Y TELECOMUNICACIONES;Av. T. Sorzano Nº. 955 y D. de Peralta PB.;La Paz;Juan Carlos Yucra;gnblz@gnb.com.bo - juancarlos@gnb.com.bo;www.ahpublic.com;
145;AH! PUBLICIDAD (DISEÑO);ACTIVIDADES DE EDICIÓN E IMPRESIÓN Y DE REPRODUCCIÓN DE GRABACIONES (LIBROS, FOLLETOS PERIÓDICOS) Y ACTIVIDADES RELACIONADAS;Av. T. Sorzano Nº. 955 y D. de Peralta PB.;La Paz;Juan Carlos Yucra;gnblz@gnb.com.bo - juancarlos@gnb.com.bo;www.ahpublic.com;
146;AH! PUBLICIDAD (GUIAS);ACTIVIDADES DE EDICIÓN E IMPRESIÓN Y DE REPRODUCCIÓN DE GRABACIONES (LIBROS, FOLLETOS PERIÓDICOS) Y ACTIVIDADES RELACIONADAS;Av. T. Sorzano Nº. 955 y D. de Peralta PB.;La Paz;Juan Carlos Yucra;gnblz@gnb.com.bo - juancarlos@gnb.com.bo;www.ahpublic.com;
147;AH! PUBLICIDAD (PUBLICIDAD EMPRESARIAL.);ACTIVIDADES DE EDICIÓN E IMPRESIÓN Y DE REPRODUCCIÓN DE GRABACIONES (LIBROS, FOLLETOS PERIÓDICOS) Y ACTIVIDADES RELACIONADAS;Av. T. Sorzano Nº. 955 y D. de Peralta PB.;La Paz;Juan Carlos Yucra;gnblz@gnb.com.bo - juancarlos@gnb.com.bo;www.ahpublic.com;
148;AH! PUBLICIDAD (PUBLICIDAD);ACTIVIDADES DE EDICIÓN E IMPRESIÓN Y DE REPRODUCCIÓN DE GRABACIONES (LIBROS, FOLLETOS PERIÓDICOS) Y ACTIVIDADES RELACIONADAS;Av. T. Sorzano Nº. 955 y D. de Peralta PB.;La Paz;Juan Carlos Yucra;gnblz@gnb.com.bo - juancarlos@gnb.com.bo;www.ahpublic.com;
149;AIDIL;FABRICACIÓN DE PRODUCTOS TEXTILES, TEJIDOS Y ARTICULOS DE PUNTO Y GANCHILLO;Z. Rosario Av. Tumusla No.689;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
150;AINI - ART;FABRICACIÓN Y COMERCIALIZACION DE PRENDAS DE VESTIR, PREPARADO Y TEÑIDO DE PIELES, Y ARTICULOS DE PIELCUERO;Z. Miraflores C. Levi Nº. 20;La Paz;No brinda este dato;ainiartbolivia@gmail.com;No brinda este dato;
151;AIPEAVE-ASOCIACIÓN INTEGRAL DE PRODUCTORES ECOLÓGICOS DE ACHUETE VILLA EXALTACIÓN;AGRICULTURA, GANADERIA, CAZA Y ACTIVIDADES RELACIONADAS;Cantón Rosario - Entre Rios;La Paz;No brinda Información;aipeave_achiote@hotmail.com;Sitio Web No disponible;
152;AIQUILE;TRANSFORMACIÓN DE MADERA, FABRICACIÓN DE SUS PRODUCTOS (EXCEPTO MUEBLES), DE CORCHO, DE CESTERIA Y ESPARTERIA;Z. Central C. Linares Nº. 375;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
153;AIR AND SEA (CARGO);"TRANSPORTE POR VÍA TERRESTRE; (CONDUCCIÓN - CHOFERES), DE CARGAS A NIVEL NACIONAL E INTERNACIONAL";Z. Calacoto C. 8 N° 500;La Paz;No Disponible;airandseacargo@hotmail.com;No Disponible;
154;AIR DIVISION MASTERLINE S.R.L.;NO IDENTIFICADO EL TIPO;no brinda informacion;La Paz;Clara Isabel Bedregal Lopez;no brinda información;no brinda información;
155;AJCL (IMPRESIONES);ACTIVIDADES DE EDICIÓN E IMPRESIÓN Y DE REPRODUCCIÓN DE GRABACIONES (LIBROS, FOLLETOS PERIÓDICOS) Y ACTIVIDADES RELACIONADAS;Z. Villa Copacabana C. Inca Sebastian Acosta N° 784;La Paz;No Disponible;No Disponible;No Disponible;
156;AJUSTE;CONTABILIDAD ESPECIALIZADA;Z. San Sebastian Plaza Alonso de Mendoza Esq. Goyzueta N°. 180 , Ed. Fundador 1er P. Of. 9;La Paz;No Disponible;consul_ajuste@hotmail.com;No Disponible;
157;AKRONROD;VENTA, MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS (MECÁNICA AUTOMOTRIZ);Z. San Pedro C. Nicolas Acosta Nª 547;La Paz;Eduardo Calderon;akronrod@hotmail.com;No disponible;
158;AL_FRED (CONSULTORIA Y CONSTRUCCION);INGENIEROS (CONTRUCCIÓN DE INFRAESTRUCTURA VIAL PÚBLICA Y PRIVADA);Z. Illampu Av. Potosi N° 2115;La Paz;No Disponible;No Disponible;No Disponible;
159;ALAMEDA MARKET;DISTRIBUCION, IMPORTACIÓN, VENTAS DE DIFERENTES PRODUCTOS, MATERIA PRIMA PARA DIFERENTES EMPRESAS;Ed. Alameda Planta Baja local 9;La Paz;Erlan Garcia Bejarano;alameda-market@hotmail.com;no brinda esta informacion;
160;ALANOCA LTDA. (LOGISTICA EN TRANSPORTES Y MONTAJES INDUSTRIALES);"TRANSPORTE POR VÍA TERRESTRE; (CONDUCCIÓN - CHOFERES), DE CARGAS A NIVEL NACIONAL E INTERNACIONAL";"Z.Villa Bolivar ""b"" C. 105 N° 100";La Paz;No Disponible;alanoca@entelnet.com.bo;No Disponible;
161;ALANOCA LTDA. LOGISTICA EN TRANSP.Y MONTAJ.INDUS;TRANSPORTE MULTIMODAL;"C. 104 Nº. 100 Villa Bolivar ""B"" El Alto";La Paz;T. Maria Alicia Alanoca Chavez;alanoca@entelnet.bo;http://www.alanoca.com.bo;
162;ALARCON VIDRIERIA;FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS (VIDRIOS, CERAMICA, CEMENTO, YESO, ARCILLA, TALLADO EN PIEDRAS);Calle Iturralde # 1281 Zona Miraflores;La Paz;No brinda información;No brinda información;No brinda información;
163;ALBA;"FABRICACIÓN DE MUEBLES DE HOGAR,OFICINA, DE MADERA ,COLCHONES ;OTRAS IND. MANUF. (JOYAS, INSTRUMENTOS MUSICALES, JUEGOS Y JUGUETES)";Z. Central C. Linares Nº 469;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
164;ALCALÁ APART HOTEL;HOTELES, RESTAURANTES, BARES, SERVICIOS VINCULADOS (CAMARERAS, BARMAN, GARZONES, ADMINISTRACIION HOTELERA);Z. Sopocachi C. Víctor Sanjinéz Nº. 2662 Plaza España;La Paz;No brinda este dato;info@alcalapartamentos.com - alcala@alcalapartamentos.com;www.alcalapartamentos.com;
165;ALCALÁ APART HOTEL;HOTELES, RESTAURANTES, BARES, SERVICIOS VINCULADOS (CAMARERAS, BARMAN, GARZONES, ADMINISTRACIION HOTELERA);Z. Sopocachi C. Victor Sanjinés Nº. 2662 Pza. España;La Paz;No brinda este dato;info@alcalapartamentos.com - alcala@alcalapartamentos.com;www.alcalapartamentos.com;
166;ALCAZAR & MORALES AUDITORES Y CONSULTORES S.R.L.;ACTIVIDADES EMPRESARIALES, Y FINANCIERAS (MARKETIN, SECRETARIALES, DE PERSONAL, JURÍDICAS, CONTABLES, DE IMPUESTOS, GESTIÓN, ASESORAMIENTO, PUBLICIDAD);C. Batallón Colorados Nº. 24, Ed. El Cóndor P.10 Of. 1008;La Paz;Guillermo Morales Gómez;alcazarymorales@yahoo.es;Sitio Web No disponible;
167;ALCON SRL (MULTIMODAL);TRANSPORTE MULTIMODAL;no brinda informacion;La Paz;Yhon Alcon Sacaca;no brinda información;no brinda información;
168;"ALDAIR ""Bazar""";VENTA DE MATERIAL DE ESCRITORIO, LIBROS, PAPELERIA Y BAZAR;Av.. Buenos Aires # 1025;La Paz;No Disponible;No Disponible;No Disponible;
169;ALE & MAURICIO (Importaciones y exportaciones de Juana Gavincha Mamani);FABRICACIÓN DE PRODUCTOS TEXTILES, TEJIDOS Y ARTICULOS DE PUNTO Y GANCHILLO;Z. Villa Dolores C. Demetrio Moscoso N° 3014;La Paz;No Disponible;No Disponible;No Disponible;
170;ALEACAF S.R.L.;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Caranavi-envio Plaza Trans Palmeras Z. Villa Fatima;La Paz;Mario Oblitas;No brinda esta información;No brinda esta información;
171;ALEMANA;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Calacoto C. 8 y C. 9;La Paz;Sra. Luisa;No brinda información;No brinda información;
172;ALEPH GRAPHICS;ACTIVIDADES DE EDICIÓN E IMPRESIÓN Y DE REPRODUCCIÓN DE GRABACIONES (LIBROS, FOLLETOS PERIÓDICOS) Y ACTIVIDADES RELACIONADAS;C. Almirante Grau Nº. 690 Z. San Pedro;La Paz;No brinda información;alephgraphicsbolivia@gmail.com;No brinda información;
173;ALEXANDER COFFEE;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Z. Miraflores C. Juan de Vargas y Puente de las Americas Nº.2370;La Paz;No brinda esta información;alexandercoffee@alexander-coffee.com;No brinda esta información;
174;ALFA PARF;OTRAS ACTIVIDADES DE SERVICIOS (LIMPIEZAS, PELUQUERIAS, COSMETOLOGÍA, MODELAJE);Av. 20 de Octubre Nº. 1821 Zona San Pedro;La Paz;No brinda información;lithusalpha.corp@hotmail.com;No brinda información;
175;ALFA TRAVEL LTDA.;"ACTIVIDADES COMPLEMENTARIAS Y AUXILIARES AL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES, GUIAS DE TURÍSMO, ADMINSITRACIÓN TURÍSTICA)";Av. 6 de Agosto Nº. 2006 Ed. V Centenario P. 4 Of. 48;La Paz;Lia Rosmery Ortu¤o B.;alfa.travel@acelerate.com;www.alfatravelltda.com;
176;ALFOMBRAS;CONSTRUCCIÓN, DECORACIÓN DE INTERIORES, ACTIVIDADES Y SERVICIOS RELACIONADOS;C. Calatayud Nº. 510 Z. Callampaya;La Paz;No brinda información;No brinda información;No brinda información;
177;ALFOMBRAS ERICKA;VENTA Y LIMPIEZA DE ALFOMBRAS;AV. CALATAYUD # 534 Zona Norte;La Paz;No Disponible;No Disponible;No Disponible;
178;ALFOMBRAS TUFTING LTDA;VENTA Y LIMPIEZA DE ALFOMBRAS;Av. Arce, Pasaje Cordero Nº. 135, Z. San Jorge;La Paz;Sergio Valda;No Disponible;Sitio Web No disponible;
179;ALFRA LTDA;SERVICIOS SOCIALES Y DE SALUD (RELACIONADAS CON LA SALUD HUMANA, ENFERMERIA,PROTESIS DENTAL), VETERINARIA Y PRODUCTOS NATURALES;Miraflores Plaza Uyuni Nº 115;La Paz;No brinda este dato;No brinda este dato;Página Web no disponible;
180;ALGORTA INVERSIONES S.A.;INTERMEDIACIÓN FINANCIERA EXCEPTO SEGUROS (TÉCNICO BANCARIO, MICROFINANZAS);Z. Sopocachi Av.6 De Agosto N° 2240 Ed. Maria Cecilia P. Mezanine Of. 1;La Paz;No Disponible;flabeltranor@hotmail.com;No Disponible;
181;ALI LUZ 1 S.R.L.;COMERCIALIZACIÓN DE EQUIPOS DE COMPUTACIÓN E INSUMOS;C. Isaac Tamayo Nº. 762;La Paz;Fidel Lizarraga Quispe;angecid@hotmail.com;no brinda información;
182;ALIANZA - CIA. DE SEGUROS Y REASEGUROS S. A.;FINANCIACIÓN DE PLANES DE SEGUROS Y PENSIONES;Av. 20 de Octubre Nº. 2680 Esq. Campos;La Paz;Ana Nuñez del Prado;info@alianzaseguros.com;www.alianza.com;
183;ALIANZA FRANCESA;NO IDENTIFICADO EL TIPO;C. Fernando Guachalla Nº. 349 Esq. 20 de Octubre;La Paz;MARINA CUELLAR;dg.lapaz@alianzafrancesa.org.bo;lapaz.alianzafrancesa.org.bo;
184;ALIANZA TRAVEL;CORREO Y TELECOMUNICACIONES;C. Colon Esq. Mariscal Santa Cruz;La Paz;Rafael Ortiz;anamaria.lavadenz@alianzatravel;www.alianzatravel.com.bo;
185;ALIANZA TRAVEL - ZONA SUR;"TRANSPORTE POR VÍA TERRESTRE; (CONDUCCIÓN - CHOFERES), DE CARGAS A NIVEL NACIONAL E INTERNACIONAL";C. CLAUDIO ALIAGA #1367 ED. RHESUS PB Z. SAN MIGUEL;La Paz;No Brinda esta informacion;No Disponible;www.alianzatravel.com;
186;ALICOMSER S.R.L;INGENIEROS (CONTRUCCIÓN DE INFRAESTRUCTURA VIAL PÚBLICA Y PRIVADA);"Z. Central C. Loayza 233 P. 6 Of. 602 N° 233 Ed.""mariscal De Ayacucho""";La Paz;No Disponible;alicomser@alicomser.com;No Disponible;
187;ALIMENTOS SALUDABLES;ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;C. Ignacio Sanjinés Nº. 337;La Paz;No brinda este dato;maramayo@hotmail.com;no disponible;
188;ALITEM;FABRICACIÓN Y COMERCIALIZACION DE PRENDAS DE VESTIR, PREPARADO Y TEÑIDO DE PIELES, Y ARTICULOS DE PIELCUERO;Z. El Alto Tejar Mariano Colodro N° 1494;La Paz;No Disponible;alecita2447@yahoo.es;No Disponible;
189;ALL IN ONE;DISTRIBUCION, IMPORTACIÓN, VENTAS DE DIFERENTES PRODUCTOS, MATERIA PRIMA PARA DIFERENTES EMPRESAS;Av. Mariscal de Ayacucho Mezanine Of. 4;La Paz;Nilton Edgar Lopez Balcazar;no brinda información;no brinda información;
190;ALLPURA;IMPORTACION, EXPORTACION O FABRICACIÓN DE SUSTANCIAS Y PRODUCTOS QUIMICOS (PESTICIDAS, PINTURAS, BARNICES,PROD. FARMACEUTICOS, COSMÉTICOS, JABONES, DETERGENTES, PERFUMES);C. 30 ED. LA LAGUNA L. 4 Z. COTA COTA;La Paz;No Brinda esta informacion;No Disponible;No disponible;
191;"ALMACEN ""LOS YUNGAS""";ELABORACIÓN DE PRODUCTOS ALIMENTICIOS, REPOSTERIA, PANADERIA, PASTELERIA Y BEBIDAS;Av. 6 de agosto Nº.2484 Z. Sopocachi;La Paz;Hector Uria Cuevas;no disponible;no disponible;
